Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Trial,Max Iter
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9523076923076923,0.9,0.9,0.9,1,100
0.8892307692307693,0.8892307692307693,0.9553846153846154,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.9569230769230769,0.8892307692307693,0.8892307692307693,0.8892307692307693,2,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,3,100
0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9553846153846154,0.8953846153846153,0.8953846153846153,0.9553846153846154,4,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9046153846153846,0.9015384615384615,5,100
0.8923076923076924,0.9,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8938461538461538,0.9507692307692308,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,6,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9030769230769231,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9030769230769231,0.9015384615384615,7,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,8,100
0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8969230769230769,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9538461538461539,0.8953846153846153,9,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9507692307692308,0.9507692307692308,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,10,100
0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9584615384615385,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9076923076923077,11,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9492307692307692,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9492307692307692,0.8938461538461538,0.8938461538461538,12,100
0.9,0.9523076923076923,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,13,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9446153846153846,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,14,100
0.8953846153846153,0.9553846153846154,0.8953846153846153,0.9553846153846154,0.8953846153846153,0.8953846153846153,0.9553846153846154,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,15,100
0.9061538461538462,0.9507692307692308,0.9061538461538462,0.9061538461538462,0.9076923076923077,0.9061538461538462,0.9507692307692308,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,16,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9538461538461539,0.9015384615384615,0.9015384615384615,17,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9569230769230769,0.8969230769230769,18,100
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,19,100
0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9846153846153847,0.9030769230769231,0.9030769230769231,0.9538461538461539,0.9030769230769231,0.9030769230769231,0.9030769230769231,20,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,21,100
0.8923076923076924,0.9461538461538461,0.8923076923076924,0.8923076923076924,0.8984615384615384,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,22,100
0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8969230769230769,0.8953846153846153,23,100
0.8984615384615384,0.8984615384615384,0.8892307692307693,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,24,100
0.8938461538461538,0.9507692307692308,0.9507692307692308,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8953846153846153,0.9492307692307692,0.8938461538461538,0.8953846153846153,0.8938461538461538,25,100
0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9569230769230769,0.8953846153846153,0.8953846153846153,0.9046153846153846,26,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9892307692307692,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9492307692307692,0.9015384615384615,0.9015384615384615,27,100
0.8907692307692308,0.9476923076923077,0.9476923076923077,0.8938461538461538,0.8907692307692308,0.8907692307692308,0.9476923076923077,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,28,100
0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9076923076923077,0.9061538461538462,0.9061538461538462,0.9584615384615385,0.9061538461538462,29,100
0.8861538461538462,0.9846153846153847,0.8861538461538462,0.8861538461538462,0.8861538461538462,0.8861538461538462,0.8861538461538462,0.9538461538461539,0.8861538461538462,0.8861538461538462,0.8876923076923077,30,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9523076923076923,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9523076923076923,0.8907692307692308,0.8907692307692308,0.9523076923076923,31,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9507692307692308,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9507692307692308,32,100
0.8969230769230769,0.8969230769230769,0.9507692307692308,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8984615384615384,33,100
0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9092307692307692,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9061538461538462,0.9584615384615385,0.9061538461538462,34,100
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,35,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9461538461538461,0.8969230769230769,36,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8938461538461538,0.8907692307692308,0.9507692307692308,37,100
0.8953846153846153,0.8984615384615384,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9461538461538461,0.8969230769230769,0.8953846153846153,38,100
0.8984615384615384,0.9,0.9523076923076923,0.9523076923076923,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,39,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9569230769230769,0.8969230769230769,40,100
0.9046153846153846,0.9553846153846154,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9861538461538462,0.9046153846153846,0.9,0.9046153846153846,41,100
0.9092307692307692,0.9092307692307692,0.9092307692307692,0.9092307692307692,0.9092307692307692,0.9092307692307692,0.9476923076923077,0.9092307692307692,0.9092307692307692,0.9092307692307692,0.9476923076923077,42,100
0.8969230769230769,0.9,0.8984615384615384,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9507692307692308,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8984615384615384,43,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9492307692307692,0.8907692307692308,0.8907692307692308,44,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9476923076923077,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9476923076923077,0.8969230769230769,45,100
0.8984615384615384,0.8984615384615384,0.9,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9476923076923077,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,46,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9076923076923077,0.8984615384615384,0.8984615384615384,0.9538461538461539,0.8984615384615384,0.8984615384615384,0.8984615384615384,47,100
0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9523076923076923,48,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.9553846153846154,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,49,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9,0.8984615384615384,50,100
0.9015384615384615,0.9015384615384615,0.9523076923076923,0.9015384615384615,0.9030769230769231,0.9015384615384615,0.9030769230769231,0.9092307692307692,0.9507692307692308,0.9015384615384615,0.9015384615384615,51,100
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,52,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9030769230769231,0.9015384615384615,53,100
0.8953846153846153,0.8953846153846153,0.9507692307692308,0.9492307692307692,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9492307692307692,0.9492307692307692,0.8953846153846153,0.8953846153846153,54,100
0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9061538461538462,0.9538461538461539,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,55,100
0.8984615384615384,0.9538461538461539,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,56,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9492307692307692,0.9476923076923077,0.9015384615384615,57,100
0.8953846153846153,0.8953846153846153,0.8876923076923077,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,58,100
0.9,0.9,0.9,0.9,0.9523076923076923,0.9,0.9,0.9,0.9,0.9,0.9,59,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,60,100
0.9,0.9,0.9,0.9,0.8923076923076924,0.9,0.9,0.9,0.9,0.9861538461538462,0.9,61,100
0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.9492307692307692,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,62,100
0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,0.8969230769230769,63,100
0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8953846153846153,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.9553846153846154,0.9,0.8923076923076924,64,100
0.9015384615384615,0.9507692307692308,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9507692307692308,0.9507692307692308,0.9507692307692308,0.9015384615384615,0.9030769230769231,65,100
0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.9538461538461539,0.8923076923076924,0.9538461538461539,0.8923076923076924,66,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,67,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9030769230769231,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9507692307692308,0.9015384615384615,0.9015384615384615,68,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9892307692307692,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9492307692307692,0.9015384615384615,0.9015384615384615,69,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9446153846153846,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,70,100
0.9030769230769231,0.9046153846153846,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,71,100
0.8923076923076924,0.9507692307692308,0.8923076923076924,0.9507692307692308,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,0.8923076923076924,72,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9446153846153846,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8923076923076924,0.8907692307692308,0.8907692307692308,73,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9384615384615385,0.8953846153846153,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9569230769230769,0.9569230769230769,0.8938461538461538,74,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9615384615384616,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,75,100
0.8938461538461538,0.8953846153846153,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9569230769230769,0.9569230769230769,0.9030769230769231,0.8938461538461538,0.8938461538461538,76,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9584615384615385,0.9584615384615385,0.9015384615384615,0.9015384615384615,0.9030769230769231,0.9015384615384615,77,100
0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.9538461538461539,0.8892307692307693,0.8892307692307693,0.8892307692307693,0.8892307692307693,78,100
0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9538461538461539,0.8938461538461538,0.8953846153846153,0.8938461538461538,79,100
0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,0.9046153846153846,80,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9446153846153846,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8923076923076924,0.8907692307692308,0.8907692307692308,81,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.9,0.8907692307692308,0.9584615384615385,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8923076923076924,0.8907692307692308,82,100
0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9076923076923077,0.8984615384615384,0.8984615384615384,0.9538461538461539,0.8984615384615384,0.8984615384615384,0.8984615384615384,83,100
0.8953846153846153,0.8953846153846153,0.8969230769230769,0.9,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9553846153846154,84,100
0.8953846153846153,0.9476923076923077,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.8953846153846153,0.9476923076923077,0.9476923076923077,0.8969230769230769,0.8953846153846153,0.8953846153846153,85,100
0.8984615384615384,0.9553846153846154,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.9553846153846154,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,0.8984615384615384,86,100
0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,87,100
0.8938461538461538,0.8938461538461538,0.9523076923076923,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.8938461538461538,0.9523076923076923,0.8938461538461538,0.8938461538461538,88,100
0.8861538461538462,0.8861538461538462,0.9492307692307692,0.8861538461538462,0.8861538461538462,0.8846153846153846,0.8861538461538462,0.8861538461538462,0.8861538461538462,0.8861538461538462,0.9492307692307692,89,100
0.9,0.9015384615384615,0.9,0.9,0.9,0.9,0.9507692307692308,0.9507692307692308,0.9,0.9,0.9,90,100
0.9030769230769231,0.9061538461538462,0.9030769230769231,0.9030769230769231,0.9584615384615385,0.9584615384615385,0.9584615384615385,0.9030769230769231,0.9030769230769231,0.9030769230769231,0.9030769230769231,91,100
0.8876923076923077,0.8876923076923077,0.8876923076923077,0.8876923076923077,0.8876923076923077,0.9507692307692308,0.8876923076923077,0.9507692307692308,0.8876923076923077,0.8938461538461538,0.9507692307692308,92,100
0.8907692307692308,0.8846153846153846,0.8923076923076924,0.8907692307692308,0.8923076923076924,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,0.8907692307692308,93,100
0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9015384615384615,0.9876923076923076,0.9538461538461539,0.9015384615384615,94,100
