Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Trial,Max Iter
0.1763552183139348,0.19481062311105396,0.09208411034660151,0.09240563307825864,0.8146742974728314,0.19474631856472252,0.14037682464150214,0.09259854671725291,0.17722332968940904,0.2014339913831908,0.1691209568516494,0.20252716867082501,0.19989068227123657,0.1999871390907337,0.09227702398559579,0.9138962124622211,0.1700855250466208,0.20278438685615072,0.3637386663237091,0.17378303646067778,0.09128030351745868,1,100
0.18291428203974022,0.18204617066426595,0.16973185004179794,0.20030866182239085,0.13230660407690822,0.09089447623947013,0.20072664137354512,0.20233425503183075,0.14288470194842776,0.2365764259533149,0.19632177994984246,0.202977300495145,0.17043920005144364,0.19358883673075686,0.19850813452511093,0.1415343064754678,0.14568194971384477,0.0913124557906244,0.09124815124429297,0.20239855957816216,0.09745353996527555,2,100
0.20053372773455083,0.12205002893704585,0.9153430647546782,0.16375152723297537,0.16751334319336378,0.19600025721818531,0.16603433862774097,0.1669024500032152,0.19982637772490516,0.2079930551089962,0.19558227766703107,0.17542280239212912,0.08825798983988167,0.19056652305317986,0.17024628641244935,0.20188412320751076,0.17024628641244935,0.20072664137354512,0.20432769596810493,0.20429554369493924,0.17571217285062055,3,100
0.20098385955887083,0.20053372773455083,0.20278438685615072,0.19792939360812808,0.19673975950099673,0.20053372773455083,0.13439650183267957,0.2070284869140248,0.8868239984566909,0.1991833322615909,0.09311298308790432,0.17101794096842646,0.2002443572760594,0.13137418815510257,0.09430261719503569,0.17548710693846054,0.19963346408591087,0.09324159218056717,0.18333226159089447,0.2016912095685165,0.0933380490000643,4,100
0.1926242685357855,0.090572953507813,0.10333740595460099,0.16111504083338693,0.18593659571731722,0.17831650697704327,0.8544145071056524,0.17191820461706642,0.19500353675004822,0.21294450517651597,0.09166613079544723,0.09076586714680727,0.2057423959873963,0.20001929136389943,0.197382804964311,0.2002443572760594,0.20130538229052794,0.20091955501253939,0.20352388913896213,0.162561893125844,0.10568452189569802,5,100
0.1999871390907337,0.15445952028808438,0.19931194135425376,0.11172914925085203,0.2017233618416822,0.19461770947205967,0.1999228345444023,0.18143527747411742,0.39550511221143336,0.171403768246415,0.19982637772490516,0.1786058774355347,0.19828306861295095,0.20149829592952223,0.16770625683235804,0.09128030351745868,0.20207703684650505,0.20063018455404796,0.20275223458298502,0.16468394315478105,0.8711979936981544,6,100
0.20014790045656228,0.13031316314063404,0.200180052729728,0.8026814995820204,0.16915310912481513,0.18011703427432318,0.19805800270079094,0.16346215677448395,0.17699826377724906,0.20059803228088227,0.39254710308018775,0.20063018455404796,0.20275223458298502,0.2034595845926307,0.1700855250466208,0.16179023856986688,0.09346665809272715,0.20088740273937367,0.2046813709729278,0.20162690502218508,0.19911902771525947,7,100
0.165809272715581,0.16918526139798085,0.08919040576168735,0.19673975950099673,0.20075879364671081,0.09118384669796155,0.1515015111568388,0.31004437013696867,0.19352453218442545,0.19731850041797955,0.20040511864188798,0.20326667095363643,0.1018584013889782,0.09777506269693267,0.20239855957816216,0.19484277538421965,0.17416886373866633,0.1264548903607485,0.14089126101215355,0.09012282168349302,0.09099093305896727,8,100
0.20535656870940774,0.20066233682721368,0.19953700726641374,0.19577519130602533,0.17014982959295222,0.20513150279724776,0.20101601183203652,0.09147321715645296,0.10725998328081796,0.14671082245514758,0.09989711272586972,0.20780014147000192,0.20130538229052794,0.09275930808308147,0.20188412320751076,0.20243071185132788,0.2070284869140248,0.19792939360812808,0.09285576490257862,0.17143592051958073,0.12989518358947977,9,100
0.19786508906179667,0.09169828306861295,0.20214134139283646,0.18574368207832292,0.8064754678155746,0.1479969133817761,0.19159539579448268,0.20317021413413927,0.12487942897562858,0.2012089254710308,0.19995498681756801,0.2029451482219793,0.20490643688508778,0.2049707414314192,0.12661565172657707,0.1703105909587808,0.08600733071828179,0.3410070091955501,0.17477975692881487,0.18355732750305448,0.09227702398559579,10,100
