Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Trial,Max Iter
0.9227380875827921,0.9227380875827921,0.9237669603240949,0.9209375602855122,0.9220628898463121,0.9220950421194778,0.9223201080316379,0.9271107967333291,0.9231560671339464,0.9229953057681178,0.9208732557391808,0.9214519966561636,0.9225451739437979,0.9253745739823805,0.920165905729535,0.9251173557970549,0.9247958330653977,0.9217735193878207,0.9242492444215806,0.9200372966368723,0.9233811330461064,0.9230596103144493,0.9205838852806894,0.9202945148221979,0.9229631534949521,0.9235740466851007,0.9205517330075237,0.9229953057681178,0.9234775898656035,0.9260497717188605,0.9221593466658092,1,100
0.9217735193878207,0.9190084238955695,0.921966433026815,0.9217735193878207,0.921741367114655,0.9254067262555463,0.9240241785094206,0.9218378239341521,0.9223522603048036,0.9247958330653977,0.9247958330653977,0.9230917625876149,0.9205195807343579,0.9233811330461064,0.9221593466658092,0.920165905729535,0.9199408398173751,0.9198122307247122,0.9204552761880265,0.9217092148414893,0.9205517330075237,0.9260176194456948,0.9220628898463121,0.918944119349238,0.9214198443829978,0.926210533084689,0.9197800784515465,0.9189762716224037,0.9240563307825863,0.9203588193685294,0.9189119670760723,2,100
0.9190405761687351,0.9177223329689409,0.9229631534949521,0.9188155102565752,0.9195550125393865,0.918043855700598,0.9183010738859237,0.9179795511542667,0.9216449102951578,0.9165648511349752,0.9181403125200952,0.9194585557198894,0.9176901806957752,0.919169185261398,0.9192013375345637,0.9232203716802778,0.9186547488907466,0.9236705035045978,0.9201337534563694,0.919619317085718,0.9170792875056266,0.923188219407112,0.917368657964118,0.9190405761687351,0.9184939875249181,0.921966433026815,0.9197157739052151,0.9159861102179924,0.920165905729535,0.9211304739245064,0.9182046170664266,3,100
0.9212269307440036,0.9206803421001865,0.9250530512507235,0.9212912352903351,0.9211947784708379,0.9118706192527811,0.9212269307440036,0.9210340171050093,0.9242813966947463,0.920390971641695,0.9197479261783809,0.9207124943733522,0.9212912352903351,0.9268535785480033,0.9213876921098322,0.9235740466851007,0.9188798148029066,0.921066169378175,0.9239277216899234,0.9204552761880265,0.9215163012024951,0.9212590830171693,0.9215163012024951,0.9259533148993634,0.9206481898270208,0.9197157739052151,0.9197157739052151,0.9210340171050093,0.9214519966561636,0.9220307375731465,0.9203588193685294,4,100
0.9181724647932609,0.9181081602469294,0.9167899170471352,0.9158896533984953,0.9197800784515465,0.918719053437078,0.9202623625490323,0.9182367693395923,0.9196514693588836,0.915921805671661,0.9164362420423124,0.9215484534756607,0.9167899170471352,0.9171114397787924,0.9201337534563694,0.9179795511542667,0.9241206353289177,0.9192013375345637,0.9164040897691467,0.9165005465886438,0.9182367693395923,0.9174972670567809,0.9188798148029066,0.9180117034274323,0.9174008102372838,0.9174651147836153,0.918268921612758,0.9166934602276381,0.9136068420037297,0.9162754806764838,0.9185904443444152,5,100
0.9215806057488264,0.9198765352710436,0.9219021284804836,0.9202302102758665,0.9241849398752492,0.922416564851135,0.9211626261976722,0.9208732557391808,0.9213233875635007,0.9233168284997749,0.9264355989968491,0.9206481898270208,0.9196836216320494,0.9218378239341521,0.9232203716802778,0.9234775898656035,0.9234775898656035,0.9266285126358433,0.9246350716995692,0.9215484534756607,0.9212912352903351,0.9196836216320494,0.9204874284611922,0.9219021284804836,0.9204231239148608,0.9230274580412835,0.9199086875442094,0.9216449102951578,0.920616037553855,0.9199729920905408,0.9216770625683236,6,100
0.9227380875827921,0.9227380875827921,0.9237669603240949,0.9209375602855122,0.9220628898463121,0.9220950421194778,0.9223201080316379,0.9271107967333291,0.9231560671339464,0.9229953057681178,0.9208732557391808,0.9214519966561636,0.9225451739437979,0.9253745739823805,0.920165905729535,0.9251173557970549,0.9247958330653977,0.9217735193878207,0.9242492444215806,0.9200372966368723,0.9233811330461064,0.9230596103144493,0.9205838852806894,0.9202945148221979,0.9229631534949521,0.9235740466851007,0.9205517330075237,0.9229953057681178,0.9234775898656035,0.9260497717188605,0.9221593466658092,7,100
0.919394251173558,0.920069448910038,0.9190084238955695,0.9224487171243007,0.9221593466658092,0.9187833579834094,0.9204231239148608,0.9199086875442094,0.9227380875827921,0.9181724647932609,0.9197157739052151,0.9174329625104495,0.925889010353032,0.9192656420808951,0.9114526397016269,0.9177544852421066,0.9230596103144493,0.9186869011639123,0.9174972670567809,0.9179795511542667,0.919394251173558,0.9189762716224037,0.9192334898077295,0.9197800784515465,0.9187512057102437,0.919844382997878,0.9180117034274323,0.9209697125586779,0.9216127580219922,0.9030608964053759,0.9192656420808951,8,100
0.9220950421194778,0.9214519966561636,0.9217735193878207,0.9218699762073178,0.9210018648318437,0.9210018648318437,0.9202302102758665,0.9240884830557521,0.9230274580412835,0.9221271943926436,0.9233489807729407,0.9211947784708379,0.9212912352903351,0.9226094784901292,0.9237348080509292,0.9276252331039805,0.9227702398559579,0.9205838852806894,0.923188219407112,0.9211626261976722,0.923188219407112,0.921066169378175,0.9210340171050093,0.9214519966561636,0.920069448910038,0.9201980580027008,0.9228988489486206,0.9189119670760723,0.9218699762073178,0.9230917625876149,0.9217092148414893,9,100
0.918944119349238,0.9185261397980837,0.9170792875056266,0.921966433026815,0.9181403125200952,0.9174972670567809,0.9177866375152723,0.9185904443444152,0.9195871648125522,0.9197800784515465,0.9179473988811009,0.9195228602662209,0.917368657964118,0.9193620989003922,0.918043855700598,0.9176258761494438,0.9204231239148608,0.9233811330461064,0.9193299466272266,0.917818789788438,0.9176901806957752,0.9212590830171693,0.9190084238955695,0.9175615716031124,0.9188155102565752,0.9193620989003922,0.9221593466658092,0.9185904443444152,0.9193620989003922,0.9220628898463121,0.9176580284226095,10,100
0.9191048807150666,0.9201980580027008,0.9181724647932609,0.9207767989196837,0.9195550125393865,0.9186547488907466,0.9185582920712494,0.8877242621053308,0.921741367114655,0.9184939875249181,0.9181724647932609,0.9202945148221979,0.9190405761687351,0.9192977943540608,0.9183975307054209,0.9181403125200952,0.9207446466465179,0.9192334898077295,0.9214198443829978,0.920165905729535,0.9207767989196837,0.9190084238955695,0.9184296829785866,0.9200051443637065,0.9197800784515465,0.9197157739052151,0.9185582920712494,0.9194585557198894,0.9184939875249181,0.9192656420808951,0.9189762716224037,11,100
0.9201016011832036,0.922416564851135,0.9204874284611922,0.9235418944119349,0.9183010738859237,0.920069448910038,0.9194264034467237,0.9202945148221979,0.9188798148029066,0.9209697125586779,0.9198122307247122,0.9207124943733522,0.9201980580027008,0.9197479261783809,0.920841103466015,0.9203266670953636,0.9217735193878207,0.9222879557584721,0.9235418944119349,0.9192656420808951,0.9223522603048036,0.9229310012217864,0.9199729920905408,0.9160825670374896,0.9197479261783809,0.9201016011832036,0.9209697125586779,0.9234454375924378,0.9202623625490323,0.9194264034467237,0.9191370329882322,12,100
0.9190084238955695,0.924988746704392,0.9207767989196837,0.9175294193299466,0.9192656420808951,0.918719053437078,0.9178830943347694,0.9223844125779692,0.9195550125393865,0.9166613079544724,0.9196836216320494,0.917593723876278,0.9188476625297408,0.9174008102372838,0.9224487171243007,0.9186869011639123,0.916822069320301,0.9214519966561636,0.9190727284419008,0.9187833579834094,0.9183332261590894,0.9165648511349752,0.9213876921098322,0.9185582920712494,0.9190727284419008,0.9183332261590894,0.9164683943154781,0.9182046170664266,0.918719053437078,0.9188476625297408,0.9167899170471352,13,100
0.919619317085718,0.9201016011832036,0.9212590830171693,0.9200372966368723,0.9181081602469294,0.9202302102758665,0.9184618352517523,0.9213876921098322,0.9194264034467237,0.9186869011639123,0.9169828306861295,0.9199086875442094,0.9176258761494438,0.9194585557198894,0.9173043534177866,0.9180760079737638,0.9215806057488264,0.9192977943540608,0.9197157739052151,0.917818789788438,0.920165905729535,0.9195550125393865,0.9186869011639123,0.9191370329882322,0.9212912352903351,0.920390971641695,0.9198122307247122,0.9195550125393865,0.9177544852421066,0.922866696675455,0.9240563307825863,14,100
0.9205195807343579,0.9201016011832036,0.923638351231432,0.9209375602855122,0.9196836216320494,0.9238634171435921,0.9207767989196837,0.9187833579834094,0.9211626261976722,0.9211304739245064,0.919394251173558,0.9195228602662209,0.9189762716224037,0.9195550125393865,0.9254710308018776,0.9202302102758665,0.9228988489486206,0.9202623625490323,0.9190084238955695,0.9202945148221979,0.9225130216706321,0.9202302102758665,0.921066169378175,0.9229310012217864,0.9237669603240949,0.9190405761687351,0.9228988489486206,0.9187512057102437,0.9197800784515465,0.9187512057102437,0.9208732557391808,15,100
0.9223844125779692,0.9254067262555463,0.9239920262362549,0.9240241785094206,0.9213876921098322,0.9202302102758665,0.9228345444022893,0.9223844125779692,0.9248279853385635,0.9213876921098322,0.9224487171243007,0.921066169378175,0.9224808693974664,0.922416564851135,0.9215163012024951,0.9224487171243007,0.9221271943926436,0.9233168284997749,0.9214519966561636,0.9227380875827921,0.9225130216706321,0.9213555398366664,0.9206803421001865,0.9246993762459006,0.9227702398559579,0.9212912352903351,0.9251495080702206,0.9240884830557521,0.9216127580219922,0.922641630763295,0.9241206353289177,16,100
