Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Trial,Max Iter
0.5633986928104575,0.47581699346405226,0.46862745098039216,0.48366013071895425,0.5071895424836601,0.47581699346405226,0.434640522875817,0.4627450980392157,0.47908496732026146,0.4745098039215686,0.4875816993464052,0.47908496732026146,0.5078431372549019,0.4699346405228758,0.46601307189542485,0.4549019607843137,0.46013071895424834,0.4372549019607843,0.46797385620915033,0.44640522875816996,0.4503267973856209,0.4594771241830065,0.4843137254901961,0.47124183006535947,0.46601307189542485,0.4477124183006536,0.44248366013071894,0.4503267973856209,0.477124183006536,0.4973856209150327,0.4745098039215686,1,100
0.5666666666666667,0.4830065359477124,0.46013071895424834,0.4718954248366013,0.46797385620915033,0.4568627450980392,0.4764705882352941,0.45555555555555555,0.45555555555555555,0.4718954248366013,0.4777777777777778,0.4562091503267974,0.4496732026143791,0.46143790849673205,0.46143790849673205,0.4699346405228758,0.47581699346405226,0.43333333333333335,0.4562091503267974,0.4777777777777778,0.46339869281045754,0.5091503267973856,0.45816993464052286,0.4666666666666667,0.46143790849673205,0.4915032679738562,0.4647058823529412,0.44836601307189544,0.45294117647058824,0.46862745098039216,0.46143790849673205,2,100
0.5470588235294118,0.4777777777777778,0.4496732026143791,0.4797385620915033,0.4875816993464052,0.45098039215686275,0.45359477124183006,0.4496732026143791,0.44248366013071894,0.45359477124183006,0.4745098039215686,0.49869281045751634,0.46405228758169936,0.47320261437908495,0.46862745098039216,0.4745098039215686,0.45555555555555555,0.4516339869281046,0.4666666666666667,0.47058823529411764,0.4673202614379085,0.4549019607843137,0.46339869281045754,0.47058823529411764,0.46405228758169936,0.4516339869281046,0.4797385620915033,0.44836601307189544,0.48562091503267973,0.45751633986928103,0.4699346405228758,3,100
0.5679738562091503,0.46143790849673205,0.46143790849673205,0.44575163398692813,0.4699346405228758,0.45751633986928103,0.47581699346405226,0.46405228758169936,0.4568627450980392,0.46143790849673205,0.4627450980392157,0.4503267973856209,0.47908496732026146,0.46797385620915033,0.45359477124183006,0.4620915032679739,0.45098039215686275,0.45816993464052286,0.4588235294117647,0.47516339869281043,0.4764705882352941,0.4928104575163399,0.4973856209150327,0.4718954248366013,0.47908496732026146,0.48823529411764705,0.4470588235294118,0.44640522875816996,0.45294117647058824,0.47516339869281043,0.45359477124183006,4,100
0.5496732026143791,0.44836601307189544,0.46078431372549017,0.4496732026143791,0.4366013071895425,0.477124183006536,0.4627450980392157,0.45098039215686275,0.46013071895424834,0.44313725490196076,0.47124183006535947,0.4261437908496732,0.4588235294117647,0.4470588235294118,0.4444444444444444,0.44313725490196076,0.4562091503267974,0.43790849673202614,0.46078431372549017,0.4673202614379085,0.4470588235294118,0.4366013071895425,0.4725490196078431,0.46862745098039216,0.46797385620915033,0.48823529411764705,0.4699346405228758,0.46143790849673205,0.47320261437908495,0.465359477124183,0.46862745098039216,5,100
0.5509803921568628,0.4503267973856209,0.44575163398692813,0.44901960784313727,0.4503267973856209,0.4411764705882353,0.492156862745098,0.4718954248366013,0.4418300653594771,0.4437908496732026,0.47058823529411764,0.4718954248366013,0.45359477124183006,0.42810457516339867,0.46143790849673205,0.4647058823529412,0.46862745098039216,0.47124183006535947,0.46405228758169936,0.47843137254901963,0.4738562091503268,0.45359477124183006,0.434640522875817,0.4738562091503268,0.43137254901960786,0.4542483660130719,0.46797385620915033,0.46013071895424834,0.4562091503267974,0.46862745098039216,0.47908496732026146,6,100
0.5516339869281046,0.45555555555555555,0.47843137254901963,0.4947712418300654,0.4725490196078431,0.477124183006536,0.4915032679738562,0.45294117647058824,0.44248366013071894,0.47581699346405226,0.4437908496732026,0.4627450980392157,0.4620915032679739,0.47581699346405226,0.469281045751634,0.44575163398692813,0.4673202614379085,0.46405228758169936,0.46078431372549017,0.44248366013071894,0.4542483660130719,0.44575163398692813,0.46601307189542485,0.46143790849673205,0.43529411764705883,0.4516339869281046,0.46013071895424834,0.46078431372549017,0.4777777777777778,0.4411764705882353,0.4725490196078431,7,100
0.550326797385621,0.45098039215686275,0.4522875816993464,0.45359477124183006,0.4627450980392157,0.47124183006535947,0.47320261437908495,0.45098039215686275,0.4699346405228758,0.4594771241830065,0.44509803921568625,0.46013071895424834,0.46339869281045754,0.4620915032679739,0.4647058823529412,0.47320261437908495,0.465359477124183,0.4849673202614379,0.4470588235294118,0.45751633986928103,0.4823529411764706,0.477124183006536,0.44509803921568625,0.4673202614379085,0.4542483660130719,0.4594771241830065,0.48627450980392156,0.44509803921568625,0.4843137254901961,0.4666666666666667,0.47581699346405226,8,100
0.5588235294117647,0.44313725490196076,0.4562091503267974,0.46013071895424834,0.4666666666666667,0.4718954248366013,0.4496732026143791,0.4372549019607843,0.4588235294117647,0.47320261437908495,0.46013071895424834,0.45098039215686275,0.45751633986928103,0.4477124183006536,0.47058823529411764,0.45359477124183006,0.492156862745098,0.4745098039215686,0.47516339869281043,0.48104575163398694,0.4588235294117647,0.4777777777777778,0.4516339869281046,0.4568627450980392,0.44640522875816996,0.4542483660130719,0.45555555555555555,0.47124183006535947,0.45751633986928103,0.4673202614379085,0.47581699346405226,9,100
0.5490196078431373,0.4496732026143791,0.46339869281045754,0.44901960784313727,0.469281045751634,0.465359477124183,0.4549019607843137,0.4496732026143791,0.48366013071895425,0.4562091503267974,0.4516339869281046,0.4444444444444444,0.43856209150326797,0.47124183006535947,0.45359477124183006,0.47058823529411764,0.47581699346405226,0.46862745098039216,0.4549019607843137,0.4725490196078431,0.46078431372549017,0.4542483660130719,0.46405228758169936,0.45751633986928103,0.4738562091503268,0.47058823529411764,0.48562091503267973,0.4849673202614379,0.45294117647058824,0.4699346405228758,0.4647058823529412,10,100
0.5562091503267974,0.4562091503267974,0.43529411764705883,0.4738562091503268,0.4718954248366013,0.4764705882352941,0.4594771241830065,0.44509803921568625,0.44575163398692813,0.4477124183006536,0.4928104575163399,0.4568627450980392,0.4764705882352941,0.45098039215686275,0.46601307189542485,0.4647058823529412,0.48366013071895425,0.44575163398692813,0.4718954248366013,0.47843137254901963,0.45359477124183006,0.4568627450980392,0.47843137254901963,0.4568627450980392,0.46339869281045754,0.4745098039215686,0.47320261437908495,0.45359477124183006,0.4444444444444444,0.4522875816993464,0.46405228758169936,11,100
0.5464052287581699,0.4477124183006536,0.44052287581699345,0.4725490196078431,0.44640522875816996,0.4294117647058823,0.46862745098039216,0.4647058823529412,0.4588235294117647,0.4745098039215686,0.4411764705882353,0.49084967320261436,0.469281045751634,0.4522875816993464,0.46405228758169936,0.44901960784313727,0.46339869281045754,0.42810457516339867,0.4869281045751634,0.4627450980392157,0.4503267973856209,0.46013071895424834,0.4764705882352941,0.4549019607843137,0.4594771241830065,0.4503267973856209,0.4620915032679739,0.46339869281045754,0.46078431372549017,0.4620915032679739,0.45555555555555555,12,100
0.5542483660130719,0.469281045751634,0.47058823529411764,0.45359477124183006,0.469281045751634,0.4588235294117647,0.43137254901960786,0.4594771241830065,0.4764705882352941,0.46078431372549017,0.4699346405228758,0.4725490196078431,0.44052287581699345,0.47320261437908495,0.47058823529411764,0.4542483660130719,0.4516339869281046,0.4666666666666667,0.46862745098039216,0.4522875816993464,0.45555555555555555,0.4849673202614379,0.4516339869281046,0.45359477124183006,0.4830065359477124,0.45098039215686275,0.4594771241830065,0.48169934640522877,0.4169934640522876,0.4777777777777778,0.46078431372549017,13,100
0.5660130718954248,0.49019607843137253,0.4477124183006536,0.4895424836601307,0.48104575163398694,0.4725490196078431,0.45359477124183006,0.4777777777777778,0.45098039215686275,0.4673202614379085,0.4620915032679739,0.4718954248366013,0.4797385620915033,0.4411764705882353,0.4777777777777778,0.4777777777777778,0.4915032679738562,0.4738562091503268,0.4718954248366013,0.4326797385620915,0.4562091503267974,0.4620915032679739,0.4516339869281046,0.4823529411764706,0.465359477124183,0.4627450980392157,0.4522875816993464,0.4830065359477124,0.47908496732026146,0.4673202614379085,0.4895424836601307,14,100
0.5562091503267974,0.4562091503267974,0.43529411764705883,0.4738562091503268,0.4718954248366013,0.4764705882352941,0.4594771241830065,0.44509803921568625,0.44575163398692813,0.4477124183006536,0.4928104575163399,0.4568627450980392,0.4764705882352941,0.45098039215686275,0.46601307189542485,0.4647058823529412,0.48366013071895425,0.44575163398692813,0.4718954248366013,0.47843137254901963,0.45359477124183006,0.4568627450980392,0.47843137254901963,0.4568627450980392,0.46339869281045754,0.4745098039215686,0.47320261437908495,0.45359477124183006,0.4444444444444444,0.4522875816993464,0.46405228758169936,15,100
