Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Trial,Max Iter
0.8433660933660934,0.7905405405405406,0.8065110565110565,0.8040540540540541,0.8163390663390664,0.8022113022113022,0.8028255528255528,0.8101965601965602,0.8151105651105651,0.8101965601965602,0.8077395577395577,0.8015970515970516,0.8175675675675675,0.8040540540540541,0.816953316953317,0.800982800982801,0.8316953316953317,0.8138820638820639,0.7972972972972973,0.7954545454545454,0.8218673218673219,1,100
0.8513513513513513,0.8163390663390664,0.8138820638820639,0.8040540540540541,0.8144963144963145,0.8181818181818182,0.8286240786240786,0.8138820638820639,0.7948402948402948,0.8028255528255528,0.8022113022113022,0.8261670761670762,0.8304668304668305,0.8052825552825553,0.812039312039312,0.8015970515970516,0.8230958230958231,0.8052825552825553,0.8065110565110565,0.7985257985257985,0.8138820638820639,2,100
0.8476658476658476,0.8095823095823096,0.8218673218673219,0.7954545454545454,0.8175675675675675,0.7831695331695332,0.8132678132678133,0.8138820638820639,0.8101965601965602,0.812039312039312,0.8058968058968059,0.8077395577395577,0.8101965601965602,0.8212530712530712,0.797911547911548,0.8267813267813268,0.8255528255528255,0.8144963144963145,0.831081081081081,0.828009828009828,0.8187960687960688,3,100
0.8464373464373465,0.808968058968059,0.8138820638820639,0.808968058968059,0.8187960687960688,0.8095823095823096,0.828009828009828,0.8101965601965602,0.7899262899262899,0.7997542997542998,0.7985257985257985,0.8224815724815725,0.8034398034398035,0.8273955773955773,0.797911547911548,0.8034398034398035,0.8237100737100738,0.8003685503685504,0.7886977886977887,0.8083538083538083,0.8138820638820639,4,100
0.8556511056511057,0.8108108108108109,0.8212530712530712,0.831081081081081,0.8083538083538083,0.8175675675675675,0.8181818181818182,0.8034398034398035,0.8243243243243243,0.8034398034398035,0.8194103194103194,0.8058968058968059,0.8335380835380836,0.8046683046683046,0.8194103194103194,0.7991400491400491,0.8132678132678133,0.8083538083538083,0.7997542997542998,0.8022113022113022,0.8071253071253072,5,100
0.8378378378378378,0.8065110565110565,0.8052825552825553,0.7991400491400491,0.8126535626535627,0.7923832923832924,0.8052825552825553,0.8071253071253072,0.7997542997542998,0.7923832923832924,0.812039312039312,0.8224815724815725,0.808968058968059,0.8132678132678133,0.8077395577395577,0.8194103194103194,0.8132678132678133,0.797911547911548,0.8058968058968059,0.8065110565110565,0.8040540540540541,6,100
0.8568796068796068,0.7831695331695332,0.8095823095823096,0.8273955773955773,0.8304668304668305,0.8175675675675675,0.8138820638820639,0.8132678132678133,0.8273955773955773,0.8261670761670762,0.8071253071253072,0.8243243243243243,0.8132678132678133,0.8108108108108109,0.8132678132678133,0.808968058968059,0.8163390663390664,0.8077395577395577,0.8052825552825553,0.8108108108108109,0.8095823095823096,7,100
0.8538083538083538,0.7997542997542998,0.8101965601965602,0.800982800982801,0.8071253071253072,0.8114250614250614,0.8138820638820639,0.8218673218673219,0.8218673218673219,0.8151105651105651,0.812039312039312,0.8212530712530712,0.8138820638820639,0.8144963144963145,0.8108108108108109,0.8126535626535627,0.8083538083538083,0.8095823095823096,0.808968058968059,0.7905405405405406,0.8126535626535627,8,100
0.8593366093366094,0.8108108108108109,0.8304668304668305,0.8132678132678133,0.8077395577395577,0.8243243243243243,0.8175675675675675,0.8138820638820639,0.8126535626535627,0.8329238329238329,0.8101965601965602,0.835995085995086,0.8206388206388207,0.8151105651105651,0.8157248157248157,0.8058968058968059,0.7966830466830467,0.8144963144963145,0.828009828009828,0.8101965601965602,0.8058968058968059,9,100
0.8507371007371007,0.8034398034398035,0.8218673218673219,0.8329238329238329,0.8028255528255528,0.7991400491400491,0.8065110565110565,0.831081081081081,0.7942260442260443,0.8040540540540541,0.8065110565110565,0.8071253071253072,0.8052825552825553,0.800982800982801,0.8065110565110565,0.828009828009828,0.8022113022113022,0.8175675675675675,0.8292383292383292,0.8003685503685504,0.8187960687960688,10,100
