Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Trial,Max Iter
0.3261437908496732,0.33202614379084966,0.3281045751633987,0.29934640522875816,0.32222222222222224,0.2875816993464052,0.32483660130718955,0.2718954248366013,0.2777777777777778,0.3392156862745098,0.3130718954248366,0.3333333333333333,0.3196078431372549,0.3509803921568627,0.27908496732026145,0.3542483660130719,0.29411764705882354,0.3437908496732026,0.3352941176470588,0.2856209150326797,0.33725490196078434,0.28888888888888886,0.3104575163398693,0.33202614379084966,0.3464052287581699,0.34248366013071896,0.2784313725490196,0.3254901960784314,0.32941176470588235,0.3483660130718954,0.3026143790849673,0.3405228758169935,0.3568627450980392,0.31437908496732025,0.34183006535947713,0.29477124183006537,0.34444444444444444,0.3542483660130719,0.3058823529411765,0.3457516339869281,0.3790849673202614,1,100
0.30196078431372547,0.30130718954248364,0.3241830065359477,0.29934640522875816,0.3137254901960784,0.2928104575163399,0.3287581699346405,0.30196078431372547,0.32483660130718955,0.3300653594771242,0.28169934640522876,0.2725490196078431,0.3104575163398693,0.3156862745098039,0.3392156862745098,0.3209150326797386,0.3065359477124183,0.32941176470588235,0.31437908496732025,0.3058823529411765,0.31176470588235294,0.2901960784313726,0.3058823529411765,0.31699346405228757,0.2823529411764706,0.36405228758169933,0.32287581699346407,0.27712418300653596,0.29477124183006537,0.37450980392156863,0.3477124183006536,0.3150326797385621,0.3006535947712418,0.29934640522875816,0.3411764705882353,0.3209150326797386,0.3235294117647059,0.30392156862745096,0.2797385620915033,0.3477124183006536,0.29934640522875816,2,100
0.29411764705882354,0.3261437908496732,0.30980392156862746,0.2901960784313726,0.29477124183006537,0.3366013071895425,0.3359477124183007,0.3241830065359477,0.30522875816993467,0.29411764705882354,0.27124183006535946,0.2849673202614379,0.32222222222222224,0.330718954248366,0.28627450980392155,0.2607843137254902,0.30196078431372547,0.34183006535947713,0.29934640522875816,0.2568627450980392,0.33137254901960783,0.2673202614379085,0.3104575163398693,0.2908496732026144,0.33137254901960783,0.3254901960784314,0.2954248366013072,0.296078431372549,0.3130718954248366,0.3366013071895425,0.3660130718954248,0.27712418300653596,0.33398692810457514,0.28888888888888886,0.3516339869281046,0.2803921568627451,0.30980392156862746,0.3359477124183007,0.31895424836601305,0.29934640522875816,0.3300653594771242,3,100
0.3006535947712418,0.31895424836601305,0.3065359477124183,0.330718954248366,0.3241830065359477,0.31241830065359477,0.3176470588235294,0.33464052287581697,0.31241830065359477,0.3111111111111111,0.307843137254902,0.3241830065359477,0.296078431372549,0.29215686274509806,0.3333333333333333,0.2823529411764706,0.32287581699346407,0.3196078431372549,0.3006535947712418,0.33464052287581697,0.28169934640522876,0.34705882352941175,0.296078431372549,0.3392156862745098,0.2973856209150327,0.338562091503268,0.3261437908496732,0.3261437908496732,0.28823529411764703,0.33137254901960783,0.30718954248366015,0.33790849673202616,0.33986928104575165,0.31176470588235294,0.3150326797385621,0.28431372549019607,0.307843137254902,0.2980392156862745,0.29673202614379085,0.31176470588235294,0.3084967320261438,4,100
0.33725490196078434,0.35228758169934643,0.37777777777777777,0.35228758169934643,0.36209150326797385,0.31437908496732025,0.3032679738562091,0.32287581699346407,0.2803921568627451,0.30718954248366015,0.3483660130718954,0.2901960784313726,0.3993464052287582,0.33725490196078434,0.3366013071895425,0.33986928104575165,0.3535947712418301,0.3869281045751634,0.28823529411764703,0.3359477124183007,0.34444444444444444,0.3058823529411765,0.34248366013071896,0.330718954248366,0.2869281045751634,0.36209150326797385,0.27058823529411763,0.3790849673202614,0.29477124183006537,0.28104575163398693,0.3006535947712418,0.28823529411764703,0.33464052287581697,0.36013071895424836,0.3633986928104575,0.3254901960784314,0.3183006535947712,0.33464052287581697,0.34705882352941175,0.3352941176470588,0.34967320261437906,5,100
0.31241830065359477,0.3333333333333333,0.30196078431372547,0.31699346405228757,0.3392156862745098,0.31437908496732025,0.3392156862745098,0.3196078431372549,0.2954248366013072,0.3209150326797386,0.3045751633986928,0.33986928104575165,0.3176470588235294,0.330718954248366,0.3032679738562091,0.3607843137254902,0.3235294117647059,0.3326797385620915,0.2849673202614379,0.3366013071895425,0.3215686274509804,0.30196078431372547,0.3215686274509804,0.3130718954248366,0.34183006535947713,0.3202614379084967,0.3941176470588235,0.2934640522875817,0.2973856209150327,0.3006535947712418,0.27124183006535946,0.3392156862745098,0.34183006535947713,0.2934640522875817,0.3359477124183007,0.3006535947712418,0.3483660130718954,0.3281045751633987,0.3032679738562091,0.35228758169934643,0.2954248366013072,6,100
0.3183006535947712,0.3254901960784314,0.34183006535947713,0.3104575163398693,0.29411764705882354,0.3366013071895425,0.2751633986928105,0.37254901960784315,0.29150326797385623,0.30196078431372547,0.27908496732026145,0.32679738562091504,0.29215686274509806,0.33725490196078434,0.34183006535947713,0.3581699346405229,0.4065359477124183,0.36797385620915035,0.3718954248366013,0.3209150326797386,0.361437908496732,0.32941176470588235,0.28888888888888886,0.25620915032679736,0.2718954248366013,0.3130718954248366,0.28888888888888886,0.30980392156862746,0.307843137254902,0.30915032679738563,0.34183006535947713,0.34248366013071896,0.3202614379084967,0.26143790849673204,0.3405228758169935,0.31895424836601305,0.3516339869281046,0.3150326797385621,0.31437908496732025,0.3241830065359477,0.35947712418300654,7,100
0.3084967320261438,0.2980392156862745,0.307843137254902,0.3457516339869281,0.3202614379084967,0.30130718954248364,0.32745098039215687,0.31437908496732025,0.3535947712418301,0.338562091503268,0.28431372549019607,0.3457516339869281,0.31895424836601305,0.3156862745098039,0.31437908496732025,0.27450980392156865,0.3568627450980392,0.2803921568627451,0.33464052287581697,0.3196078431372549,0.3535947712418301,0.34183006535947713,0.36470588235294116,0.2934640522875817,0.2758169934640523,0.3281045751633987,0.33202614379084966,0.3516339869281046,0.3209150326797386,0.3104575163398693,0.3084967320261438,0.34705882352941175,0.3405228758169935,0.3202614379084967,0.36666666666666664,0.3183006535947712,0.32745098039215687,0.30392156862745096,0.3509803921568627,0.330718954248366,0.3130718954248366,8,100
0.32287581699346407,0.31176470588235294,0.3535947712418301,0.3006535947712418,0.3718954248366013,0.3516339869281046,0.35947712418300654,0.3235294117647059,0.3261437908496732,0.3137254901960784,0.3065359477124183,0.3542483660130719,0.31437908496732025,0.31241830065359477,0.30522875816993467,0.3130718954248366,0.3137254901960784,0.3150326797385621,0.3235294117647059,0.3457516339869281,0.3235294117647059,0.35947712418300654,0.365359477124183,0.30718954248366015,0.3084967320261438,0.33137254901960783,0.3366013071895425,0.3156862745098039,0.3352941176470588,0.3130718954248366,0.3261437908496732,0.3137254901960784,0.3431372549019608,0.3503267973856209,0.30392156862745096,0.3032679738562091,0.3006535947712418,0.37450980392156863,0.3130718954248366,0.3464052287581699,0.3058823529411765,9,100
0.3032679738562091,0.31437908496732025,0.3,0.33986928104575165,0.3156862745098039,0.2830065359477124,0.2934640522875817,0.31699346405228757,0.28954248366013075,0.3333333333333333,0.3326797385620915,0.3464052287581699,0.27124183006535946,0.27647058823529413,0.3183006535947712,0.33137254901960783,0.3137254901960784,0.31699346405228757,0.3562091503267974,0.2679738562091503,0.3287581699346405,0.3300653594771242,0.3215686274509804,0.3359477124183007,0.3300653594771242,0.3137254901960784,0.34248366013071896,0.31241830065359477,0.28888888888888886,0.30196078431372547,0.3130718954248366,0.32222222222222224,0.2633986928104575,0.307843137254902,0.3137254901960784,0.29477124183006537,0.26405228758169935,0.2928104575163399,0.3150326797385621,0.3202614379084967,0.3045751633986928,10,100
