Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,Client 46 Accuracy,Client 47 Accuracy,Client 48 Accuracy,Client 49 Accuracy,Client 50 Accuracy,Client 51 Accuracy,Client 52 Accuracy,Client 53 Accuracy,Client 54 Accuracy,Client 55 Accuracy,Client 56 Accuracy,Client 57 Accuracy,Client 58 Accuracy,Client 59 Accuracy,Client 60 Accuracy,Client 61 Accuracy,Client 62 Accuracy,Client 63 Accuracy,Client 64 Accuracy,Client 65 Accuracy,Client 66 Accuracy,Client 67 Accuracy,Client 68 Accuracy,Client 69 Accuracy,Client 70 Accuracy,Client 71 Accuracy,Client 72 Accuracy,Client 73 Accuracy,Client 74 Accuracy,Client 75 Accuracy,Client 76 Accuracy,Client 77 Accuracy,Client 78 Accuracy,Client 79 Accuracy,Client 80 Accuracy,Client 81 Accuracy,Client 82 Accuracy,Client 83 Accuracy,Client 84 Accuracy,Client 85 Accuracy,Client 86 Accuracy,Client 87 Accuracy,Client 88 Accuracy,Client 89 Accuracy,Client 90 Accuracy,Client 91 Accuracy,Client 92 Accuracy,Client 93 Accuracy,Client 94 Accuracy,Client 95 Accuracy,Client 96 Accuracy,Client 97 Accuracy,Client 98 Accuracy,Client 99 Accuracy,Client 100 Accuracy,Trial,Max Iter
0.6578947368421053,0.4905263157894737,0.4726315789473684,0.47157894736842104,0.5778947368421052,0.4031578947368421,0.44526315789473686,0.6157894736842106,0.5442105263157895,0.3231578947368421,0.22210526315789475,0.5052631578947369,0.5452631578947369,0.5242105263157895,0.25894736842105265,0.3821052631578947,0.33157894736842103,0.608421052631579,0.5178947368421053,0.39052631578947367,0.3968421052631579,0.3736842105263158,0.36947368421052634,0.36210526315789476,0.36526315789473685,0.30105263157894735,0.4431578947368421,0.36526315789473685,0.48105263157894734,0.5663157894736842,0.5442105263157895,0.29578947368421055,0.31684210526315787,0.36947368421052634,0.3473684210526316,0.24,0.5452631578947369,0.4305263157894737,0.5105263157894737,0.6252631578947369,0.5031578947368421,0.2431578947368421,0.3473684210526316,0.29894736842105263,0.2831578947368421,0.45473684210526316,0.5663157894736842,0.4957894736842105,0.5578947368421052,0.2905263157894737,0.5063157894736842,0.3936842105263158,0.5978947368421053,0.3463157894736842,0.44842105263157894,0.5231578947368422,0.531578947368421,0.2831578947368421,0.4357894736842105,0.26210526315789473,0.37894736842105264,0.4726315789473684,0.4326315789473684,0.48736842105263156,0.34842105263157896,0.48,0.5063157894736842,0.34421052631578947,0.3263157894736842,0.29473684210526313,0.5578947368421052,0.2673684210526316,0.30736842105263157,0.4326315789473684,0.3126315789473684,0.31684210526315787,0.6,0.32105263157894737,0.5094736842105263,0.30842105263157893,0.3410526315789474,0.3684210526315789,0.2768421052631579,0.37684210526315787,0.5757894736842105,0.49894736842105264,0.48105263157894734,0.3452631578947368,0.3589473684210526,0.5284210526315789,0.3273684210526316,0.38842105263157894,0.3589473684210526,0.23789473684210527,0.4652631578947368,0.3663157894736842,0.5726315789473684,0.4105263157894737,0.4905263157894737,0.45052631578947366,0.45052631578947366,1,100
0.4884210526315789,0.508421052631579,0.6010526315789474,0.5263157894736842,0.5684210526315789,0.4031578947368421,0.5473684210526316,0.5273684210526316,0.45789473684210524,0.28210526315789475,0.4442105263157895,0.27473684210526317,0.22105263157894736,0.2873684210526316,0.28526315789473683,0.28842105263157897,0.41368421052631577,0.5557894736842105,0.21263157894736842,0.4368421052631579,0.26526315789473687,0.24421052631578946,0.28421052631578947,0.4052631578947368,0.3031578947368421,0.5368421052631579,0.2431578947368421,0.27473684210526317,0.5473684210526316,0.4905263157894737,0.24,0.5589473684210526,0.26526315789473687,0.508421052631579,0.5473684210526316,0.38526315789473686,0.42105263157894735,0.2905263157894737,0.33473684210526317,0.33052631578947367,0.30842105263157893,0.2863157894736842,0.4936842105263158,0.2673684210526316,0.32105263157894737,0.5431578947368421,0.3410526315789474,0.31473684210526315,0.29368421052631577,0.26210526315789473,0.26631578947368423,0.2294736842105263,0.4557894736842105,0.2557894736842105,0.5126315789473684,0.26105263157894737,0.42526315789473684,0.33789473684210525,0.33052631578947367,0.4557894736842105,0.3136842105263158,0.4926315789473684,0.5863157894736842,0.6010526315789474,0.31894736842105265,0.3178947368421053,0.3431578947368421,0.29368421052631577,0.28,0.5747368421052632,0.27473684210526317,0.2694736842105263,0.5031578947368421,0.4242105263157895,0.6726315789473685,0.28421052631578947,0.2894736842105263,0.5431578947368421,0.5536842105263158,0.2463157894736842,0.28210526315789475,0.28842105263157897,0.5957894736842105,0.2873684210526316,0.24526315789473685,0.3736842105263158,0.29894736842105263,0.48,0.33473684210526317,0.32421052631578945,0.4863157894736842,0.33473684210526317,0.3894736842105263,0.44,0.27578947368421053,0.2736842105263158,0.3410526315789474,0.32421052631578945,0.3042105263157895,0.3157894736842105,0.6463157894736842,2,100
0.7221052631578947,0.46,0.5894736842105263,0.5789473684210527,0.3157894736842105,0.3178947368421053,0.3157894736842105,0.2694736842105263,0.4673684210526316,0.5536842105263158,0.588421052631579,0.4052631578947368,0.41368421052631577,0.45052631578947366,0.31684210526315787,0.43157894736842106,0.3410526315789474,0.47157894736842104,0.3105263157894737,0.5621052631578948,0.3452631578947368,0.4473684210526316,0.3589473684210526,0.2536842105263158,0.3178947368421053,0.3389473684210526,0.33157894736842103,0.3547368421052632,0.4378947368421053,0.39473684210526316,0.29789473684210527,0.531578947368421,0.4431578947368421,0.32842105263157895,0.6431578947368422,0.4726315789473684,0.4884210526315789,0.41789473684210526,0.4705263157894737,0.4789473684210526,0.41578947368421054,0.5126315789473684,0.3631578947368421,0.3589473684210526,0.6042105263157894,0.3957894736842105,0.31157894736842107,0.5147368421052632,0.5578947368421052,0.25684210526315787,0.5410526315789473,0.4673684210526316,0.2673684210526316,0.3463157894736842,0.588421052631579,0.6105263157894737,0.2789473684210526,0.3273684210526316,0.5410526315789473,0.4536842105263158,0.41789473684210526,0.49473684210526314,0.2863157894736842,0.33157894736842103,0.4031578947368421,0.31473684210526315,0.26210526315789473,0.36947368421052634,0.31894736842105265,0.47789473684210526,0.3684210526315789,0.46842105263157896,0.31894736842105265,0.3452631578947368,0.2926315789473684,0.3031578947368421,0.20105263157894737,0.34842105263157896,0.30105263157894735,0.2894736842105263,0.5052631578947369,0.6,0.46842105263157896,0.46842105263157896,0.4063157894736842,0.5505263157894736,0.26631578947368423,0.28210526315789475,0.5347368421052632,0.28421052631578947,0.6336842105263157,0.29473684210526313,0.29789473684210527,0.5389473684210526,0.5263157894736842,0.5873684210526315,0.36,0.531578947368421,0.4242105263157895,0.5663157894736842,0.5473684210526316,3,100
0.5294736842105263,0.4357894736842105,0.5421052631578948,0.32526315789473687,0.19894736842105262,0.2736842105263158,0.4147368421052632,0.35578947368421054,0.32,0.5842105263157895,0.3,0.32842105263157895,0.28,0.5947368421052631,0.3568421052631579,0.3389473684210526,0.25894736842105265,0.6063157894736843,0.3968421052631579,0.29473684210526313,0.6442105263157895,0.5978947368421053,0.3410526315789474,0.4031578947368421,0.5621052631578948,0.23789473684210527,0.4631578947368421,0.3389473684210526,0.2831578947368421,0.26526315789473687,0.2863157894736842,0.5305263157894737,0.5221052631578947,0.18421052631578946,0.46842105263157896,0.22736842105263158,0.3705263157894737,0.5947368421052631,0.2557894736842105,0.2673684210526316,0.29578947368421055,0.5557894736842105,0.20105263157894737,0.25684210526315787,0.33157894736842103,0.5873684210526315,0.30736842105263157,0.4378947368421053,0.5473684210526316,0.33263157894736844,0.23789473684210527,0.42736842105263156,0.32105263157894737,0.30736842105263157,0.44105263157894736,0.4589473684210526,0.30736842105263157,0.25684210526315787,0.33052631578947367,0.27578947368421053,0.29157894736842105,0.4242105263157895,0.4726315789473684,0.28526315789473683,0.5136842105263157,0.27578947368421053,0.56,0.5652631578947368,0.30736842105263157,0.4368421052631579,0.32,0.4231578947368421,0.4463157894736842,0.5463157894736842,0.26631578947368423,0.2231578947368421,0.39263157894736844,0.42105263157894735,0.3989473684210526,0.5905263157894737,0.5210526315789473,0.3957894736842105,0.26,0.2305263157894737,0.5968421052631578,0.391578947368421,0.30526315789473685,0.30105263157894735,0.36947368421052634,0.6010526315789474,0.48105263157894734,0.3263157894736842,0.39052631578947367,0.29368421052631577,0.5989473684210527,0.31473684210526315,0.27157894736842103,0.5621052631578948,0.3389473684210526,0.31684210526315787,0.45052631578947366,4,100
0.6810526315789474,0.2831578947368421,0.43894736842105264,0.58,0.3336842105263158,0.508421052631579,0.25684210526315787,0.5631578947368421,0.28842105263157897,0.2905263157894737,0.4978947368421053,0.36736842105263157,0.2831578947368421,0.3526315789473684,0.4263157894736842,0.56,0.41578947368421054,0.5526315789473685,0.5642105263157895,0.31473684210526315,0.48526315789473684,0.29157894736842105,0.25473684210526315,0.3157894736842105,0.4610526315789474,0.48526315789473684,0.33157894736842103,0.29578947368421055,0.52,0.29789473684210527,0.42947368421052634,0.2831578947368421,0.3936842105263158,0.5263157894736842,0.29578947368421055,0.28210526315789475,0.36947368421052634,0.29157894736842105,0.5463157894736842,0.5957894736842105,0.2305263157894737,0.5968421052631578,0.16526315789473683,0.40842105263157896,0.3336842105263158,0.48736842105263156,0.29473684210526313,0.6189473684210526,0.3505263157894737,0.5189473684210526,0.30736842105263157,0.5863157894736842,0.5421052631578948,0.3663157894736842,0.6042105263157894,0.628421052631579,0.23894736842105263,0.5652631578947368,0.4515789473684211,0.28421052631578947,0.4010526315789474,0.4473684210526316,0.29789473684210527,0.41368421052631577,0.5915789473684211,0.3063157894736842,0.5621052631578948,0.6221052631578947,0.4705263157894737,0.40210526315789474,0.4421052631578947,0.28421052631578947,0.24,0.3705263157894737,0.2905263157894737,0.30736842105263157,0.4568421052631579,0.5031578947368421,0.2694736842105263,0.33157894736842103,0.4968421052631579,0.531578947368421,0.6326315789473684,0.3547368421052632,0.29789473684210527,0.2536842105263158,0.2894736842105263,0.5136842105263157,0.4368421052631579,0.42526315789473684,0.25894736842105265,0.27157894736842103,0.5789473684210527,0.5021052631578947,0.31894736842105265,0.2536842105263158,0.5873684210526315,0.36105263157894735,0.3178947368421053,0.29157894736842105,0.22421052631578947,5,100
0.708421052631579,0.32210526315789473,0.6336842105263157,0.3547368421052632,0.56,0.4652631578947368,0.5789473684210527,0.46842105263157896,0.31684210526315787,0.2336842105263158,0.5684210526315789,0.3273684210526316,0.4673684210526316,0.2231578947368421,0.5515789473684211,0.27263157894736845,0.5694736842105264,0.35157894736842105,0.3136842105263158,0.36736842105263157,0.5231578947368422,0.24105263157894738,0.4168421052631579,0.36210526315789476,0.23789473684210527,0.5021052631578947,0.5136842105263157,0.588421052631579,0.3336842105263158,0.28421052631578947,0.24526315789473685,0.5094736842105263,0.4105263157894737,0.34,0.5294736842105263,0.36210526315789476,0.3178947368421053,0.32105263157894737,0.3873684210526316,0.3126315789473684,0.608421052631579,0.3410526315789474,0.511578947368421,0.2631578947368421,0.21578947368421053,0.2557894736842105,0.2894736842105263,0.5378947368421053,0.6273684210526316,0.42526315789473684,0.3094736842105263,0.508421052631579,0.30526315789473685,0.4284210526315789,0.28210526315789475,0.5252631578947369,0.3473684210526316,0.42,0.5157894736842106,0.44105263157894736,0.5368421052631579,0.44526315789473686,0.6021052631578947,0.30526315789473685,0.27473684210526317,0.4473684210526316,0.2557894736842105,0.30526315789473685,0.30736842105263157,0.5210526315789473,0.45473684210526316,0.5578947368421052,0.5515789473684211,0.23789473684210527,0.46421052631578946,0.3294736842105263,0.4568421052631579,0.26210526315789473,0.3105263157894737,0.5484210526315789,0.3526315789473684,0.25473684210526315,0.3736842105263158,0.43473684210526314,0.5894736842105263,0.3505263157894737,0.32210526315789473,0.43473684210526314,0.32842105263157895,0.5273684210526316,0.2831578947368421,0.48947368421052634,0.40210526315789474,0.2336842105263158,0.4926315789473684,0.47789473684210526,0.30736842105263157,0.32421052631578945,0.3863157894736842,0.5747368421052632,0.5515789473684211,6,100
0.6863157894736842,0.42,0.3063157894736842,0.49894736842105264,0.32526315789473687,0.36105263157894735,0.5936842105263158,0.39473684210526316,0.36947368421052634,0.3821052631578947,0.4978947368421053,0.4494736842105263,0.3042105263157895,0.4442105263157895,0.3157894736842105,0.2968421052631579,0.531578947368421,0.3094736842105263,0.35368421052631577,0.40421052631578946,0.4105263157894737,0.37894736842105264,0.4673684210526316,0.511578947368421,0.5536842105263158,0.56,0.27578947368421053,0.2968421052631579,0.2073684210526316,0.5042105263157894,0.3894736842105263,0.31473684210526315,0.42105263157894735,0.3526315789473684,0.2926315789473684,0.5863157894736842,0.3136842105263158,0.3136842105263158,0.3105263157894737,0.3873684210526316,0.3410526315789474,0.31157894736842107,0.52,0.48526315789473684,0.2536842105263158,0.36105263157894735,0.5505263157894736,0.5021052631578947,0.35368421052631577,0.43894736842105264,0.42947368421052634,0.27789473684210525,0.5052631578947369,0.5810526315789474,0.5578947368421052,0.3021052631578947,0.5589473684210526,0.37894736842105264,0.27157894736842103,0.48105263157894734,0.28,0.531578947368421,0.6021052631578947,0.24210526315789474,0.4326315789473684,0.5852631578947368,0.5621052631578948,0.27157894736842103,0.21578947368421053,0.4189473684210526,0.3094736842105263,0.5347368421052632,0.5063157894736842,0.3589473684210526,0.5326315789473685,0.4789473684210526,0.5821052631578948,0.24421052631578946,0.43473684210526314,0.5294736842105263,0.30736842105263157,0.23473684210526316,0.5136842105263157,0.48210526315789476,0.2905263157894737,0.3873684210526316,0.20105263157894737,0.4557894736842105,0.32842105263157895,0.31684210526315787,0.41578947368421054,0.2326315789473684,0.4957894736842105,0.4073684210526316,0.6263157894736842,0.29473684210526313,0.4936842105263158,0.3873684210526316,0.5810526315789474,0.5431578947368421,0.31157894736842107,7,100
0.5768421052631579,0.608421052631579,0.4968421052631579,0.44842105263157894,0.5515789473684211,0.4494736842105263,0.2073684210526316,0.6073684210526316,0.5621052631578948,0.2894736842105263,0.33157894736842103,0.5978947368421053,0.4326315789473684,0.32421052631578945,0.3936842105263158,0.5294736842105263,0.46842105263157896,0.4421052631578947,0.5168421052631579,0.4957894736842105,0.5905263157894737,0.5094736842105263,0.3631578947368421,0.5789473684210527,0.2905263157894737,0.39473684210526316,0.29473684210526313,0.2810526315789474,0.3431578947368421,0.34210526315789475,0.36210526315789476,0.27157894736842103,0.3178947368421053,0.2578947368421053,0.48947368421052634,0.3,0.30526315789473685,0.3473684210526316,0.4189473684210526,0.5442105263157895,0.2631578947368421,0.36105263157894735,0.6578947368421053,0.3157894736842105,0.35157894736842105,0.41368421052631577,0.511578947368421,0.4589473684210526,0.5052631578947369,0.5168421052631579,0.2736842105263158,0.5694736842105264,0.23789473684210527,0.33473684210526317,0.22105263157894736,0.30526315789473685,0.3368421052631579,0.4231578947368421,0.49894736842105264,0.5957894736842105,0.3705263157894737,0.5157894736842106,0.2557894736842105,0.6126315789473684,0.5757894736842105,0.3336842105263158,0.56,0.5715789473684211,0.54,0.42210526315789476,0.5947368421052631,0.28842105263157897,0.27263157894736845,0.3178947368421053,0.41578947368421054,0.31157894736842107,0.26842105263157895,0.3831578947368421,0.4189473684210526,0.29368421052631577,0.2557894736842105,0.5094736842105263,0.5789473684210527,0.5431578947368421,0.2926315789473684,0.34,0.26,0.24842105263157896,0.29368421052631577,0.27263157894736845,0.29578947368421055,0.26842105263157895,0.28421052631578947,0.3063157894736842,0.3231578947368421,0.5189473684210526,0.2631578947368421,0.5294736842105263,0.31157894736842107,0.43473684210526314,0.27263157894736845,8,100
0.7252631578947368,0.45473684210526316,0.48736842105263156,0.2536842105263158,0.3705263157894737,0.45052631578947366,0.34210526315789475,0.4052631578947368,0.5294736842105263,0.38842105263157894,0.39789473684210525,0.3473684210526316,0.2673684210526316,0.3336842105263158,0.28421052631578947,0.4673684210526316,0.4494736842105263,0.2631578947368421,0.21368421052631578,0.6147368421052631,0.40842105263157896,0.5178947368421053,0.2557894736842105,0.3526315789473684,0.4105263157894737,0.5957894736842105,0.5652631578947368,0.4242105263157895,0.41368421052631577,0.3410526315789474,0.27157894736842103,0.5515789473684211,0.6305263157894737,0.4052631578947368,0.3063157894736842,0.5442105263157895,0.5652631578947368,0.5715789473684211,0.40210526315789474,0.31684210526315787,0.33263157894736844,0.6273684210526316,0.48526315789473684,0.6189473684210526,0.39473684210526316,0.6126315789473684,0.3568421052631579,0.42210526315789476,0.37473684210526315,0.31157894736842107,0.42210526315789476,0.5631578947368421,0.4936842105263158,0.31894736842105265,0.3357894736842105,0.5157894736842106,0.43894736842105264,0.6042105263157894,0.5368421052631579,0.4421052631578947,0.5821052631578948,0.33789473684210525,0.23157894736842105,0.5421052631578948,0.3031578947368421,0.23894736842105263,0.5831578947368421,0.4884210526315789,0.27789473684210525,0.2578947368421053,0.25157894736842107,0.4473684210526316,0.58,0.6105263157894737,0.4673684210526316,0.3031578947368421,0.5378947368421053,0.3463157894736842,0.5778947368421052,0.36210526315789476,0.6021052631578947,0.47157894736842104,0.3294736842105263,0.27578947368421053,0.5336842105263158,0.34,0.5105263157894737,0.44,0.5389473684210526,0.2905263157894737,0.5694736842105264,0.4368421052631579,0.3821052631578947,0.3021052631578947,0.2894736842105263,0.3389473684210526,0.4926315789473684,0.32421052631578945,0.5168421052631579,0.4663157894736842,0.3,9,100
0.4842105263157895,0.4631578947368421,0.36210526315789476,0.2736842105263158,0.5157894736842106,0.5547368421052632,0.4063157894736842,0.28421052631578947,0.5157894736842106,0.3494736842105263,0.2905263157894737,0.25157894736842107,0.3463157894736842,0.28842105263157897,0.2463157894736842,0.5347368421052632,0.27473684210526317,0.3389473684210526,0.2968421052631579,0.42947368421052634,0.3989473684210526,0.34421052631578947,0.2673684210526316,0.28421052631578947,0.24947368421052632,0.2578947368421053,0.3568421052631579,0.5452631578947369,0.3157894736842105,0.25473684210526315,0.33789473684210525,0.5063157894736842,0.36526315789473685,0.3263157894736842,0.22631578947368422,0.27157894736842103,0.34842105263157896,0.20210526315789473,0.2463157894736842,0.3389473684210526,0.24736842105263157,0.43894736842105264,0.6073684210526316,0.5410526315789473,0.5136842105263157,0.5631578947368421,0.5536842105263158,0.3105263157894737,0.2463157894736842,0.3410526315789474,0.6031578947368421,0.5147368421052632,0.2810526315789474,0.3568421052631579,0.4768421052631579,0.25894736842105265,0.5094736842105263,0.3021052631578947,0.3357894736842105,0.33052631578947367,0.4073684210526316,0.5789473684210527,0.26105263157894737,0.24947368421052632,0.28842105263157897,0.5589473684210526,0.28421052631578947,0.5094736842105263,0.2673684210526316,0.32526315789473687,0.3568421052631579,0.2873684210526316,0.3873684210526316,0.4431578947368421,0.2810526315789474,0.24,0.3410526315789474,0.2536842105263158,0.26105263157894737,0.2505263157894737,0.44526315789473686,0.27263157894736845,0.58,0.25473684210526315,0.4105263157894737,0.2810526315789474,0.5263157894736842,0.38421052631578945,0.26842105263157895,0.5042105263157894,0.4589473684210526,0.3031578947368421,0.54,0.3157894736842105,0.4926315789473684,0.6242105263157894,0.4105263157894737,0.4442105263157895,0.36947368421052634,0.5294736842105263,0.2768421052631579,10,100
