Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Trial,Max Iter or Depth
0.9272529858849077,0.9109663409337676,0.9022801302931596,0.8914223669923995,0.9001085776330076,0.8968512486427795,0.9033659066232356,0.9087947882736156,0.9098805646036916,0.8903365906623235,0.9066232356134636,1,100
0.9261672095548317,0.9120521172638436,0.8968512486427795,0.9229098805646037,0.8935939196525515,0.9001085776330076,0.9109663409337676,0.9153094462540716,0.9066232356134636,0.9001085776330076,0.9120521172638436,2,100
0.9294245385450597,0.8892508143322475,0.8751357220412594,0.9001085776330076,0.9077090119435396,0.8859934853420195,0.9011943539630836,0.8935939196525515,0.9185667752442996,0.8925081433224755,0.9044516829533116,3,100
0.9272529858849077,0.8968512486427795,0.8925081433224755,0.9153094462540716,0.8914223669923995,0.9174809989142236,0.8968512486427795,0.9131378935939196,0.9044516829533116,0.9001085776330076,0.8968512486427795,4,100
0.9283387622149837,0.9087947882736156,0.9109663409337676,0.9077090119435396,0.9044516829533116,0.9109663409337676,0.8968512486427795,0.9087947882736156,0.8990228013029316,0.9066232356134636,0.9098805646036916,5,100
0.9261672095548317,0.8979370249728555,0.9055374592833876,0.9011943539630836,0.9077090119435396,0.9055374592833876,0.9055374592833876,0.8925081433224755,0.9033659066232356,0.9109663409337676,0.9033659066232356,6,100
0.9261672095548317,0.9163952225841476,0.8881650380021715,0.9044516829533116,0.8990228013029316,0.9174809989142236,0.9055374592833876,0.9001085776330076,0.9001085776330076,0.9077090119435396,0.9120521172638436,7,100
0.9239956568946797,0.9066232356134636,0.8957654723127035,0.9163952225841476,0.9066232356134636,0.9109663409337676,0.8794788273615635,0.9033659066232356,0.9033659066232356,0.9044516829533116,0.9077090119435396,8,100
0.9250814332247557,0.9163952225841476,0.9131378935939196,0.9066232356134636,0.9022801302931596,0.9066232356134636,0.9120521172638436,0.9022801302931596,0.9131378935939196,0.9011943539630836,0.9131378935939196,9,100
0.9283387622149837,0.9185667752442996,0.9066232356134636,0.9120521172638436,0.9011943539630836,0.9066232356134636,0.9131378935939196,0.9055374592833876,0.9011943539630836,0.9022801302931596,0.9098805646036916,10,100
0.9294245385450597,0.8968512486427795,0.8990228013029316,0.8914223669923995,0.9022801302931596,0.9142236699239956,0.9066232356134636,0.9033659066232356,0.9098805646036916,0.9011943539630836,0.8968512486427795,11,100
0.9272529858849077,0.9055374592833876,0.8849077090119435,0.8990228013029316,0.8935939196525515,0.8903365906623235,0.9109663409337676,0.9109663409337676,0.9011943539630836,0.8827361563517915,0.8925081433224755,12,100
0.9294245385450597,0.9011943539630836,0.9066232356134636,0.9109663409337676,0.9001085776330076,0.8946796959826275,0.9044516829533116,0.9153094462540716,0.9055374592833876,0.9033659066232356,0.8979370249728555,13,100
0.9261672095548317,0.9098805646036916,0.8827361563517915,0.9077090119435396,0.9044516829533116,0.8859934853420195,0.9142236699239956,0.9109663409337676,0.9022801302931596,0.8979370249728555,0.8914223669923995,14,100
0.9250814332247557,0.9109663409337676,0.8946796959826275,0.8816503800217155,0.9131378935939196,0.9044516829533116,0.9066232356134636,0.9163952225841476,0.8935939196525515,0.8914223669923995,0.9055374592833876,15,100
0.9229098805646037,0.9022801302931596,0.8675352877307275,0.8968512486427795,0.9196525515743756,0.9207383279044516,0.9087947882736156,0.9174809989142236,0.9098805646036916,0.9185667752442996,0.8838219326818675,16,100
0.9239956568946797,0.9163952225841476,0.9185667752442996,0.9174809989142236,0.8881650380021715,0.9044516829533116,0.8990228013029316,0.9055374592833876,0.9044516829533116,0.9087947882736156,0.9098805646036916,17,100
0.9261672095548317,0.8990228013029316,0.8925081433224755,0.9142236699239956,0.9011943539630836,0.8935939196525515,0.8610206297502715,0.8957654723127035,0.9033659066232356,0.8968512486427795,0.9066232356134636,18,100
0.9326818675352877,0.9109663409337676,0.9131378935939196,0.8892508143322475,0.8881650380021715,0.8979370249728555,0.8979370249728555,0.9239956568946797,0.8946796959826275,0.8979370249728555,0.8859934853420195,19,100
0.9261672095548317,0.8968512486427795,0.9098805646036916,0.9087947882736156,0.8859934853420195,0.8935939196525515,0.9055374592833876,0.9098805646036916,0.8892508143322475,0.9120521172638436,0.8968512486427795,20,100
0.9272529858849077,0.9120521172638436,0.8849077090119435,0.9001085776330076,0.9087947882736156,0.8957654723127035,0.8968512486427795,0.8957654723127035,0.8957654723127035,0.9077090119435396,0.9098805646036916,21,100
0.9272529858849077,0.9001085776330076,0.9001085776330076,0.8794788273615635,0.9261672095548317,0.8870792616720955,0.9120521172638436,0.8990228013029316,0.9120521172638436,0.9174809989142236,0.9163952225841476,22,100
0.9261672095548317,0.9044516829533116,0.9011943539630836,0.8990228013029316,0.9087947882736156,0.8968512486427795,0.9120521172638436,0.9120521172638436,0.9044516829533116,0.8979370249728555,0.9077090119435396,23,100
0.9283387622149837,0.8838219326818675,0.8762214983713354,0.9066232356134636,0.9033659066232356,0.9218241042345277,0.9142236699239956,0.9098805646036916,0.8903365906623235,0.9218241042345277,0.9011943539630836,24,100
0.9229098805646037,0.9174809989142236,0.8979370249728555,0.8979370249728555,0.9120521172638436,0.8849077090119435,0.9120521172638436,0.8849077090119435,0.8990228013029316,0.9011943539630836,0.9087947882736156,25,100
0.9294245385450597,0.9066232356134636,0.9098805646036916,0.8935939196525515,0.9022801302931596,0.8892508143322475,0.8914223669923995,0.9033659066232356,0.9066232356134636,0.9120521172638436,0.9153094462540716,26,100
0.9261672095548317,0.9077090119435396,0.9077090119435396,0.8881650380021715,0.9077090119435396,0.9087947882736156,0.9001085776330076,0.9142236699239956,0.9011943539630836,0.9087947882736156,0.8881650380021715,27,100
0.9272529858849077,0.8914223669923995,0.8968512486427795,0.8914223669923995,0.9098805646036916,0.9011943539630836,0.9033659066232356,0.8990228013029316,0.9033659066232356,0.9066232356134636,0.8892508143322475,28,100
0.9250814332247557,0.8979370249728555,0.9153094462540716,0.9011943539630836,0.8957654723127035,0.8957654723127035,0.8892508143322475,0.9001085776330076,0.9011943539630836,0.9066232356134636,0.8990228013029316,29,100
0.9239956568946797,0.9077090119435396,0.8849077090119435,0.8783930510314875,0.8935939196525515,0.8838219326818675,0.9174809989142236,0.9077090119435396,0.9055374592833876,0.9022801302931596,0.8914223669923995,30,100
0.9229098805646037,0.9077090119435396,0.9077090119435396,0.9131378935939196,0.8990228013029316,0.8849077090119435,0.8968512486427795,0.8849077090119435,0.9044516829533116,0.8990228013029316,0.9066232356134636,31,100
0.9261672095548317,0.8946796959826275,0.8946796959826275,0.9087947882736156,0.9055374592833876,0.8968512486427795,0.9033659066232356,0.9022801302931596,0.9033659066232356,0.8794788273615635,0.8903365906623235,32,100
0.9283387622149837,0.8990228013029316,0.9087947882736156,0.8979370249728555,0.9196525515743756,0.9077090119435396,0.9055374592833876,0.9153094462540716,0.8946796959826275,0.9033659066232356,0.9077090119435396,33,100
0.9261672095548317,0.9174809989142236,0.9011943539630836,0.8979370249728555,0.9055374592833876,0.8968512486427795,0.8903365906623235,0.9044516829533116,0.9120521172638436,0.8881650380021715,0.9131378935939196,34,100
0.9283387622149837,0.8957654723127035,0.9022801302931596,0.9174809989142236,0.8990228013029316,0.9066232356134636,0.9011943539630836,0.8751357220412594,0.9077090119435396,0.9185667752442996,0.8990228013029316,35,100
0.9261672095548317,0.8946796959826275,0.9044516829533116,0.8957654723127035,0.9098805646036916,0.8968512486427795,0.9098805646036916,0.9120521172638436,0.9131378935939196,0.9131378935939196,0.8881650380021715,36,100
0.9239956568946797,0.9066232356134636,0.9001085776330076,0.8914223669923995,0.8957654723127035,0.9087947882736156,0.9163952225841476,0.9153094462540716,0.8816503800217155,0.9131378935939196,0.8762214983713354,37,100
0.9261672095548317,0.8794788273615635,0.9098805646036916,0.9087947882736156,0.9098805646036916,0.9022801302931596,0.8946796959826275,0.8946796959826275,0.8729641693811075,0.8707926167209555,0.9033659066232356,38,100
0.9283387622149837,0.9066232356134636,0.9185667752442996,0.9142236699239956,0.9109663409337676,0.9120521172638436,0.9033659066232356,0.8805646036916395,0.8827361563517915,0.9011943539630836,0.8979370249728555,39,100
0.9283387622149837,0.9153094462540716,0.9087947882736156,0.8990228013029316,0.8935939196525515,0.8903365906623235,0.9011943539630836,0.9033659066232356,0.9033659066232356,0.8935939196525515,0.9120521172638436,40,100
0.9261672095548317,0.9055374592833876,0.9066232356134636,0.8990228013029316,0.9120521172638436,0.8892508143322475,0.9142236699239956,0.9174809989142236,0.9066232356134636,0.8751357220412594,0.9098805646036916,41,100
0.9261672095548317,0.9142236699239956,0.8946796959826275,0.8957654723127035,0.8979370249728555,0.8968512486427795,0.9001085776330076,0.9077090119435396,0.9033659066232356,0.8892508143322475,0.9055374592833876,42,100
0.9261672095548317,0.8838219326818675,0.9207383279044516,0.8957654723127035,0.8903365906623235,0.9142236699239956,0.8849077090119435,0.9153094462540716,0.9055374592833876,0.9011943539630836,0.9001085776330076,43,100
0.9272529858849077,0.8957654723127035,0.9044516829533116,0.9120521172638436,0.9218241042345277,0.9044516829533116,0.8729641693811075,0.9153094462540716,0.8925081433224755,0.9120521172638436,0.9131378935939196,44,100
0.9207383279044516,0.9109663409337676,0.9109663409337676,0.9109663409337676,0.9011943539630836,0.8892508143322475,0.9001085776330076,0.9131378935939196,0.9077090119435396,0.8903365906623235,0.9055374592833876,45,100
