model,n_clients,comm_cost,target_dataset,accuracy,precision,recall,f1_score,frequency_true,frequency_pred
fedfor,80,0.05,kdd,0.965,0.0,0.0,0.0,0.0,0.035
fedfor,80,0.05,spambase,0.62,0.0,0.0,0.0,0.38,0.0
fedfor,80,0.1,adult,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,80,0.1,huga,0.885,0.0,0.0,0.0,0.115,0.0
fedfor,80,0.1,kdd,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,80,0.1,spambase,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,90,0.0,adult,1.0,1.0,1.0,1.0,1.0,1.0
fedfor,90,0.0,huga,0.465,0.5894736842105263,0.45161290322580644,0.5114155251141552,0.62,0.475
fedfor,90,0.0,kdd,0.85,0.0,0.0,0.0,0.0,0.15
fedfor,90,0.0,spambase,1.0,1.0,1.0,1.0,1.0,1.0
fedfor,90,0.0125,adult,0.815,0.815,1.0,0.8980716253443526,0.815,1.0
fedfor,90,0.0125,huga,0.4,0.0,0.0,0.0,0.6,0.0
fedfor,90,0.0125,kdd,0.85,0.0,0.0,0.0,0.0,0.15
fedfor,90,0.0125,spambase,0.145,1.0,0.145,0.25327510917030566,1.0,0.145
fedfor,90,0.025,adult,0.105,0.105,1.0,0.19004524886877827,0.105,1.0
fedfor,90,0.025,huga,0.475,0.0,0.0,0.0,0.525,0.0
fedfor,90,0.025,kdd,0.85,0.0,0.0,0.0,0.0,0.15
fedfor,90,0.025,spambase,0.015,0.0,0.0,0.0,0.985,0.0
fedfor,90,0.05,adult,0.0,0.0,0.0,0.0,0.0,1.0
fedfor,90,0.05,huga,0.595,0.0,0.0,0.0,0.405,0.0
fedfor,90,0.05,kdd,0.9,0.0,0.0,0.0,0.0,0.1
fedfor,90,0.05,spambase,0.47,0.0,0.0,0.0,0.53,0.0
fedfor,90,0.1,adult,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,90,0.1,huga,0.97,0.0,0.0,0.0,0.03,0.0
fedfor,90,0.1,kdd,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,90,0.1,spambase,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,100,0.0,adult,1.0,1.0,1.0,1.0,1.0,1.0
fedfor,100,0.0,huga,0.565,0.0,0.0,0.0,0.435,0.0
fedfor,100,0.0,kdd,0.57,0.0,0.0,0.0,0.0,0.43
fedfor,100,0.0,spambase,1.0,1.0,1.0,1.0,1.0,1.0
fedfor,100,0.0125,adult,0.75,0.75,1.0,0.8571428571428571,0.75,1.0
fedfor,100,0.0125,huga,0.62,0.0,0.0,0.0,0.38,0.0
fedfor,100,0.0125,kdd,0.67,0.0,0.0,0.0,0.0,0.33
fedfor,100,0.0125,spambase,0.28,1.0,0.2727272727272727,0.42857142857142855,0.99,0.27
fedfor,100,0.025,adult,0.095,0.095,1.0,0.1735159817351598,0.095,1.0
fedfor,100,0.025,huga,0.695,0.0,0.0,0.0,0.305,0.0
fedfor,100,0.025,kdd,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,100,0.025,spambase,0.045,0.0,0.0,0.0,0.955,0.0
fedfor,100,0.05,adult,0.01,0.0,0.0,0.0,0.0,0.99
fedfor,100,0.05,huga,0.79,0.0,0.0,0.0,0.21,0.0
fedfor,100,0.05,kdd,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,100,0.05,spambase,0.55,0.0,0.0,0.0,0.45,0.0
fedfor,100,0.1,adult,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,100,0.1,huga,0.975,0.0,0.0,0.0,0.025,0.0
fedfor,100,0.1,kdd,1.0,0.0,0.0,0.0,0.0,0.0
fedfor,100,0.1,spambase,1.0,0.0,0.0,0.0,0.0,0.0
